folioID,conveyanceDate,conveyancePrice,conveyanceType,conveyanceTypeDescription,postalCode,area,jurisdiction,roll_number,MB_manual_class,blank1,blank2,MB_year_built,MB_effective_year,MB_total_finished_area,MB_num_storeys,num_full_baths,num_3-piece_baths,num_2-piece_baths,num_bedrooms,num_dens,blank3,type_of_foundation,num_multi_garage,num_single_garage,num_carport,lc_code_1, lc_code_2,lc_code_3,lc_code_4,lc_code_5,lc_code_6,pool_flag,other_building_flag,land_metric_flag,land_width,land_depth,land_sq_measure,land_area,blank4,inc_unit_of_measure_value,inc_unit_of_measure_code,blank5,inc_floor_num,inc_effective_year,plumbing_nil_flag,basement_finish_area,basement_total_area,deck_sq_footage,deck_sq_footage_covered,blank6,fireplace_num_1,blank7,fireplace_num_2,blank8,fireplace_num_3,blank9,fireplace_num_4,blank10,fireplace_num_5,first_floor_area,second_floor_area,third_floor_area,school_district,zoning
A0000D6HN3,2022-02-11,688000,7,Improved Single Property Transaction,V9G 1K3,4,768,2105100,140,,,1982,1982,1621,1,2,,,2,,,Crawl,0,0,1,,,,,,,,, ,,,,0.5,,,,,,,,,,164,63,,,,,,,,,,,1621,,,68,R1
A000028XCU,2022-01-13,688000,7,Improved Single Property Transaction,V7J 3V4,8,316,9.99641E+11,D702,,,2000,2000,768,,1,,,2,1,,,0,0,0,,,,,,,,, ,,,,,2401,768,STRLA,,2,2000,,,,88,,,1,,,,,,,,,,,,44,
A000000AXM,2022-01-14,688000,7,Improved Single Property Transaction,V6K 1Y2,9,200,2.64608E+12,D702,,,1985,1985,672,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2401,672,STRLA,,3,1985,,,,70,,,1,,,,,,,,,,,,39,
A000003HA8,2022-02-01,688000,7,Improved Single Property Transaction,V6E 4N1,9,200,2.61166E+13,B705,,,1995,1995,589,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,589,STRLA,,15,1995,,,,,,,,,,,,,,,,,,,39,
D00003QZAP,2022-03-01,688000,7,Improved Single Property Transaction,V6B 0B8,9,200,2.61726E+13,B705,,,2007,2007,620,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,620,STRLA,,19,2007,,,,41,,,1,,,,,,,,,,,,39,
D0000ACZS0,2022-01-20,688000,7,Improved Single Property Transaction,V6B 0E9,9,200,2.66022E+13,B705,,,2009,2009,615,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,615,STRLA,,21,2009,,,,46,,,,,,,,,,,,,,,39,
A00000425E,2022-01-31,688000,7,Improved Single Property Transaction,V6B 6L6,9,200,2.91346E+13,B705,,,1998,1998,553,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,553,STRLA,,7,1998,,,,69,,,,,,,,,,,,,,,39,
D0000JV8R7,2022-02-01,688000,7,Improved Single Property Transaction,V6B 0L1,9,200,2.91346E+13,B705,,,2013,2013,459,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,459,STRLA,,17,2013,,,,61,,,,,,,,,,,,,,,39,
A0000043JG,2022-01-14,688000,7,Improved Single Property Transaction,V6B 3E6,9,200,2.91386E+13,B705,,,1995,1995,717,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,717,STRLA,,14,1995,,,,,,,,,,,,,,,,,,,39,
D0000FTCNZ,2022-01-21,688000,7,Improved Single Property Transaction,V3C 0C3,10,224,462541138,B705,,,2012,2012,916,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,916,STRLA,,21,2012,,,,161,,,1,,,,,,,,,,,,43,
A00003WSXU,2022-03-03,688000,7,Improved Single Property Transaction,V5H 4J3,10,301,5.83561E+11,B705,,,1987,1987,1069,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,1069,STRLA,,7,1987,,,,134,,,,,,,,,,,,,,,41,
A00003WV3N,2022-01-11,688000,7,Improved Single Property Transaction,V5J 4J6,10,301,6.03574E+11,D702,,,1989,1989,1323,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1323,STRLA,,3,1989,,,,74,,,1,,,,,,,,,,,,41,
A00003X97B,2022-03-01,688000,7,Improved Single Property Transaction,V3K 3M6,10,305,3493008,D702,,,1989,1989,1234,,1,1,,3,,,,0,0,0,,,,,,,,, ,,,,,2401,1234,STRLA,,1,1989,,,,,,,1,,,,,,,,,,,,43,
A00005WC8G,2022-02-10,688000,7,Improved Single Property Transaction,V6X 4J4,11,320,R057271056,B705,,,2003,2003,997,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,997,STRLA,,6,2003,,,,97,,,1,,,,,,,,,,,,38,
A00007693Y,2022-01-11,688000,7,Improved Single Property Transaction,V3T 1P2,14,326,2260985725,D701,,,1988,1988,1367,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1367,STRLA,,1,1988,,,,,,,1,,,,,,,,,,,,36,
A0000F4LX5,2022-01-28,688000,7,Improved Single Property Transaction,V2R 3X5,15,303,456105563,D701,,,1993,1993,1378,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1378,STRLA,,1,1993,,,,,,,1,,,,,,,,,,,,33,
A00003WNC2,2022-01-07,688500,7,Improved Single Property Transaction,V5G 4P4,10,301,5.32534E+11,D702,,,1987,1987,1089,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1089,STRLA,,4,1987,,,,274,102,,,,,,,,,,,,,,41,
D0001KU078,2022-01-13,688800,7,Improved Single Property Transaction,V4M 4G2,11,403,40471603,D702,,,2019,2019,1157,,1,,,3,,,,0,0,0,,,,,,,,, ,,,,,2401,1157,STRLA,,2,2019,,,,170,,,,,,,,,,,,,,,37,
A0000KRHJ4,2022-01-13,689000,7,Improved Single Property Transaction,V9W 2K7,6,336,2162000,140,,,1962,1975,1719,1,1,1,,4,,,Basement,0,1,0,47,9,,,,,,, ,66,125,,0.189,,,,,,,,600,1425,306,120,,1,,,,,,,,,1119,,,72,R1
A00002A1VW,2022-01-06,689000,7,Improved Single Property Transaction,V0N 1V9,8,524,924000,90,,,1960,1970,1168,1,1,,,3,,,Partial Basement,0,0,1,,,,,,,,, ,,,13400,0.31,,,,,,,,,288,259,,,1,,,,,,,,,1168,,,46,
D0000X0SZ0,2022-01-06,689000,7,Improved Single Property Transaction,V5Y 0K3,9,200,1.36382E+13,B705,,,2015,2015,547,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,547,STRLA,,5,2015,,,,,,,,,,,,,,,,,,,39,
D00013SW2W,2022-01-05,689000,7,Improved Single Property Transaction,V5S 0C4,9,200,1.88303E+13,B705,,,2016,2016,973,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,973,STRLA,,2,2017,,,,,,,,,,,,,,,,,,,39,
A0000BJZLG,2022-01-07,689000,7,Improved Single Property Transaction,V1T 7V1,20,233,4677000,140,,,1975,1990,1826,1,2,,,3,,,Basement,0,1,0,2,,,,,,,, ,60,100,6000,,,,,,,,,700,720,192,,,2,,,,,,,,,1126,,,22,R2
A0000BK5DJ,2022-02-04,689000,7,Improved Single Property Transaction,V1H 1S8,20,233,7360025,147,,,2003,2010,2150,2,1,2,1,3,,,Basement,1,0,0,96,,,,,,,, ,,,,,,,,,,,,361,769,,19,,1,,,,,,,,,780,1009,,22,R4
A0000NWK0A,2022-01-25,689000,7,Improved Single Property Transaction,V2B 1N4,23,212,1105756000,90,,,1959,1985,2234,1,1,,,4,,,Basement,0,1,0,,,,,,,,, ,70,100,6999.188,,,,,,,,,1058,1176,128,,,1,,,,,,,,,1176,,,73,RS1
D0001T2DX2,2022-01-14,689888,7,Improved Single Property Transaction,V3T 0R2,14,326,2272980648,B705,,,2021,2021,811,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,811,STRLA,,8,2021,,,,339,,,,,,,,,,,,,,,36,
A0000D4714,2022-01-12,689900,7,Improved Single Property Transaction,V9Y 2G3,4,223,132730000,140,,,1960,1990,2115,1,2,,,5,,,Basement,0,1,0,9,26,,,,,,, ,70,120,,0.193,,,,,,,,1000,1401,197,,,1,,,,,,,,,1115,,,70,R1
D0001UZWKY,2022-02-22,689900,7,Improved Single Property Transaction,V3N 0H6,10,301,4.48072E+11,D702,,,2021,2021,815,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,815,STRLA,,2,2021,,,,125,,,,,,,,,,,,,,,41,
D0001VCU2A,2022-01-10,689900,7,Improved Single Property Transaction,V3J 3Y1,10,305,10032109,D702,,,2021,2021,755,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,755,STRLA,,5,2021,,,,209,,,,,,,,,,,,,,,43,
D0001VCU4A,2022-01-31,689900,7,Improved Single Property Transaction,V3J 3Y1,10,305,10032130,D702,,,2021,2021,755,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,755,STRLA,,6,2021,,,,85,,,,,,,,,,,,,,,43,
D00002CERA,2022-01-20,689900,7,Improved Single Property Transaction,V3E 3S8,10,305,35755573,D702,,,2005,2005,1016,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1016,STRLA,,1,2005,,,,,,,1,,,,,,,,,,,,43,
D0001VBH59,2022-02-11,689900,7,Improved Single Property Transaction,V3W 1L6,14,326,6093986330,D701,,,2018,2018,1616,,1,2,1,3,1,,,0,0,0,,,,,,,,, ,,,,,2400,1372,STRLA,,1,2018,,244,244,54,,,,,,,,,,,,,,,36,
D0001UUYV9,2022-02-02,689900,7,Improved Single Property Transaction,V2Y 2C2,15,311,770912078,D702,,,2021,2021,1300,,1,1,,3,,,,0,0,0,,,,,,,,, ,,,,,2401,1300,STRLA,,3,2021,,,,226,,,,,,,,,,,,,,,35,
D0001UUZJQ,2022-01-14,689900,7,Improved Single Property Transaction,V2Y 2C2,15,311,770921004,D702,,,2021,2021,1118,,1,1,,3,,,,0,0,0,,,,,,,,, ,,,,,2401,1118,STRLA,,5,2021,,,,50,,,,,,,,,,,,,,,35,
D0001T4QL3,2022-01-17,689900,7,Improved Single Property Transaction,V2S 8A3,15,313,6104000770,D701,,,2021,2021,1666,,1,1,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1591,STRLA,,1,2021,,75,75,127,,,,,,,,,,,,,,,34,
A0000MSF3W,2022-01-04,689900,7,Improved Single Property Transaction,V2K 5L9,26,757,12586420,145,,,1994,2015,2908,1,2,,,4,,,Basement,0,0,1,,,,,,,,, ,,,,18.5,,,,,,,,1377,1531,,453,,,,,,,,,,,1531,,,57,SH
D0001KAJ30,2022-01-13,690000,7,Improved Single Property Transaction,V8V 2L4,1,234,2167019,2092,,,1951,1970,1241,2,1,,1,2,,,Partial Basement,0,0,0,21,15,,,,,,, ,,,6055,0.139,,,,,,,,270,621,,,,,,,,,,,,,796,175,,61,R2
D0001TGTQS,2022-03-07,690000,7,Improved Single Property Transaction,V8V 4J6,1,234,3291153,D702,,,2021,2021,733,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,733,STRLA,,1,2021,,,,,,,,,,,,,,,,,,,61,
A0000HQJPZ,2022-02-24,690000,7,Improved Single Property Transaction,V9B 6R2,1,327,85379050,D701,,,2003,2003,1350,2,2,,1,3,,,Crawl,0,1,0,,,,,,,,, ,,,,,2400,1350,STRLA,,1,2003,,,,56,,,1,,,,,,,,,678,602,,62,
D0001JR9P0,2022-02-25,690000,7,Improved Single Property Transaction,V9R 4P8,4,250,82459004,D701,,,2018,2018,1951,,1,1,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1463,STRLA,,1,2018,,488,488,95,,,,,,,,,,,,,,,68,
A0000KRPG3,2022-01-26,690000,7,Improved Single Property Transaction,V9W 1Z7,6,336,7105000,140,,,1968,1976,2157,1,1,1,1,3,,,Basement,0,1,0,65,93,,,,,,, ,100,200,,0.459,,,,,,,,809,1348,196,,,2,,,,,,,,,1348,,,72,R1
D0000C4L7Q,2022-01-25,690000,7,Improved Single Property Transaction,V7L 0B5,8,221,983786096,B705,,,2010,2010,588,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,588,STRLA,,2,2010,,,,,,,1,,,,,,,,,,,,44,
D0000JL4VP,2022-02-28,690000,7,Improved Single Property Transaction,V6J 0E5,9,200,7.64312E+12,B705,,,2013,2013,501,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,501,STRLA,,7,2013,,,,56,,,,,,,,,,,,,,,39,
D0001UH7YU,2022-02-01,690000,7,Improved Single Property Transaction,V5T 0K4,9,200,1.31906E+13,B705,,,2021,2021,596,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,596,STRLA,,8,2021,,,,89,,,,,,,,,,,,,,,39,
D0000AYLWL,2022-02-15,690000,7,Improved Single Property Transaction,V6B 0E6,9,200,2.61726E+13,B705,,,2009,2009,745,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,745,STRLA,,23,2009,,,,4,,,,,,,,,,,,,,,39,
A00000441D,2022-01-14,690000,7,Improved Single Property Transaction,V6B 1B7,9,200,2.91386E+13,B705,,,2002,2002,550,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,550,STRLA,,22,2002,,,,82,,,,,,,,,,,,,,,39,
D000015R1F,2022-02-10,690000,7,Improved Single Property Transaction,V6Z 3G7,9,200,3.01626E+13,B705,,,2005,2005,660,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,660,STRLA,,4,2005,,,,26,,,,,,,,,,,,,,,39,
D00004E6Y2,2022-01-24,690000,7,Improved Single Property Transaction,V3M 0A5,10,220,631030,B705,,,2007,2007,980,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,980,STRLA,,5,2007,,,,98,,,1,,,,,,,,,,,,40,
A00003UTRA,2022-01-31,690000,7,Improved Single Property Transaction,V3M 6V6,10,220,11007095,B705,,,1996,1996,1066,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,1066,STRLA,,17,1996,,,,117,,,1,,,,,,,,,,,,40,
D0001JLKBP,2022-01-17,690000,7,Improved Single Property Transaction,V5C 0L3,10,301,5.36517E+11,D702,,,2019,2019,811,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,811,STRLA,,6,2019,,,,65,,,,,,,,,,,,,,,41,
D000018N71,2022-02-03,690000,7,Improved Single Property Transaction,V3N 5E8,10,301,6.89775E+11,D701,,,2004,2004,912,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,912,STRLA,,2,2004,,,,115,,,1,,,,,,,,,,,,41,
D0001P5N7N,2022-02-09,690000,7,Improved Single Property Transaction,V3J 0K3,10,305,4102189,B705,,,2020,2020,728,,1,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,728,STRLA,,13,2020,,,,183,,,,,,,,,,,,,,,43,
A00003XH15,2022-01-06,690000,7,Improved Single Property Transaction,V3B 5V8,10,305,13909019,D701,,,1980,1980,1301,,1,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1301,STRLA,,1,1980,,,,,,,,,,,,,,,,,,,43,
D0000TQXZR,2022-01-26,690000,7,Improved Single Property Transaction,V3B 0L1,10,305,35124524,D702,,,2015,2015,853,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,853,STRLA,,2,2015,,,,124,,,,,,,,,,,,,,,43,
D000142240,2022-01-10,690000,7,Improved Single Property Transaction,V6X 0P8,11,320,R057593220,D701,,,2017,2017,969,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,969,STRLA,,1,2017,,,,243,,,,,,,,,,,,,,,38,
D0000JPQSC,2022-02-28,690000,7,Improved Single Property Transaction,V7C 0A7,11,320,R057903110,B705,,,2013,2013,770,,,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,770,STRLA,,2,2013,,,,,,,,,,,,,,,,,,,38,
D0000BBBKY,2022-03-01,690000,7,Improved Single Property Transaction,V6Y 0B2,11,320,R059636022,B705,,,2009,2009,875,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,875,STRLA,,8,2009,,,,56,,,,,,,,,,,,,,,38,
D0000BBBP3,2022-01-25,690000,7,Improved Single Property Transaction,V6Y 0B2,11,320,R059636044,B705,,,2009,2009,883,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,883,STRLA,,12,2009,,,,41,,,,,,,,,,,,,,,38,
D0000CKMYJ,2022-01-05,690000,7,Improved Single Property Transaction,V6Y 4M8,11,320,R059679246,B705,,,2010,2010,921,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2402,921,STRLA,,15,2010,,,,76,,,,,,,,,,,,,,,38,
A00005WKK3,2022-02-08,690000,7,Improved Single Property Transaction,V6Y 1L6,11,320,R063956043,D702,,,1994,1994,1029,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1029,STRLA,,3,1994,,,,65,,,1,,,,,,,,,,,,38,
D000058CGP,2022-02-25,690000,7,Improved Single Property Transaction,V6X 0C1,11,320,R083973039,B705,,,2008,2008,808,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,808,STRLA,,5,2008,,,,,,,,,,,,,,,,,,,38,
A000075XRG,2022-02-23,690000,7,Improved Single Property Transaction,V3R 4L8,14,326,1270980580,D702,,,1994,1994,1095,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1095,STRLA,,3,1994,,,,88,,,1,,,,,,,,,,,,36,
D00014B8X3,2022-02-23,690000,7,Improved Single Property Transaction,V3T 0L5,14,326,235199355X,B705,,,2017,2017,776,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,776,STRLA,,19,2017,,,,86,,,,,,,,,,,,,,,36,
D000158Y38,2022-01-24,690000,7,Improved Single Property Transaction,V4P 0E8,14,326,5231989101,D701,,,2018,2018,1247,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1201,STRLA,,1,2018,,46,46,110,,,,,,,,,,,,,,,36,
A000077SVT,2022-01-26,690000,7,Improved Single Property Transaction,V4N 0N4,14,326,6252981151,D701,,,1992,1992,1328,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1328,STRLA,,1,1992,,,,124,,,1,,,,,,,,,,,,36,
A0000F4BEZ,2022-01-11,690000,7,Improved Single Property Transaction,V2P 7K6,15,303,85845276,142,,,1985,1985,1380,2,1,,1,3,,,Slab,0,0,0,,,,,,,,, ,35,70.9,2483,0.057,,,,,,,,,,,,,,,,,,,,,,690,690,,33,R3
D00000S8EH,2022-01-06,690000,7,Improved Single Property Transaction,V2R 5X5,15,303,456606495,D701,,,2005,2005,1526,,1,1,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1526,STRLA,,1,2005,,,,,,,,,,,,,,,,,,,33,
D000154TY7,2022-01-31,690000,8,Vacant Single Property Transaction,V2X 3Y1,15,312,6324005050,,,,,,,,,,,,,,,0,0,0,,,,,,,,, ,,,2992,,,,,,,,,,,,,,,,,,,,,,,,,,42,R3
A00009606F,2022-01-10,690000,8,Vacant Single Property Transaction,V0H 1V6,17,714,6748920,,,,,,,,,,,,,,,0,0,0,V5,3,,,,,,, ,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,53,LH
A0000A9JC0,2022-01-07,690000,7,Improved Single Property Transaction,V1W 3J2,19,217,11025566,D701,,,1987,1987,1796,,1,1,1,2,,,,0,0,0,,,,,,,,, ,,,,,2400,1796,STRLA,,1,1987,,,,,,,,,,,,,,,,,,,23,
A0000AA7KZ,2022-02-15,690000,7,Improved Single Property Transaction,V1H 2G4,19,723,14681060,140,,,1978,2010,1958,1,1,1,,3,,,Basement,0,1,0,W2,V5,,,,,,, ,,,,0.791,,,,,,,,950,1008,723,,,,,,,,,,,,1008,,,23,RU5
A0000NWZFU,2022-01-31,690000,7,Improved Single Property Transaction,V2B 8N1,23,212,5401046140,140,,,1973,1985,1722,1,1,,1,5,,,Basement,0,0,1,95,17,,,,,,, ,,,43821.707,1.006,,,,,,,,500,845,24,288,,2,,,,,,,,,1222,,,73,RS2
A0000MR1XT,2022-01-14,690000,7,Improved Single Property Transaction,V2M 7E4,26,226,21298452,157,,,1998,1998,4361,2,2,,1,4,,,Basement,0,1,0,,,,,,,,, ,56.7,129.6,7351,,,,,,,,,1318,1464,55,175,,2,,,,,,,,,1474,1569,,57,RS2
A000029CRG,2022-01-25,6900000,7,Improved Single Property Transaction,V7S 2M7,8,328,2.30054E+11,177,,,2004,2004,5439,2,2,2,1,5,,,Basement,1,0,0,,,,,,,,, ,,,11916,0.295,,,,,,,,1676,1676,,826,,1,,,,,,,,,2113,1650,,45,RS3
A0000F63W3,2022-01-24,6900000,7,Improved Single Property Transaction,V2X 4J3,15,312,4251102009,90,,,1952,1952,1972,1,1,,,2,,,Basement,0,1,0,,,,,,,,, ,,,,1.24,,,,,,,,986,986,144,,,,,,,,,,,,986,,,42,RS1
A0000F69C8,2022-02-01,6900000,7,Improved Single Property Transaction,V4R 2S1,15,312,6343502014,142,,,1976,1980,3590,2,1,,2,4,,,Crawl,0,0,1,3,,,,,,,, ,,,,2.5,,,,,,,,,,336,,,,,,,,,,,,1795,1795,,42,RS3
A0000F80ZR,2022-01-04,690100,7,Improved Single Property Transaction,V0X 1L0,15,432,211264720,140,,,1970,1990,1888,1,1,1,,3,,,Basement,0,1,0,9,,,,,,,X, ,64,110,7040,0.162,,,,,,,,912,912,56,,,1,,,,,,,,,976,,,78,RS1
D000036GSZ,2022-01-26,690200,7,Improved Single Property Transaction,V6B 1S3,9,200,2.91566E+13,B705,,,2006,2006,546,,1,,,1,,,,0,0,0,,,,,,,,, ,,,,,2402,546,STRLA,,18,2006,,,,41,,,,,,,,,,,,,,,39,
D0001V0VH1,2022-03-08,690380,7,Improved Single Property Transaction,V9B 0Y6,1,327,7623245,D701,,,2021,2021,1474,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1474,STRLA,,1,2021,,,,,,,,,,,,,,,,,,,62,
D0001UYFZJ,2022-03-03,690476,7,Improved Single Property Transaction,V3T 0P4,14,326,235298824X,B705,,,2021,2021,828,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2402,828,STRLA,,10,2021,,,,108,,,,,,,,,,,,,,,36,
A0000HNBKL,2022-01-26,691000,7,Improved Single Property Transaction,V8V 2X3,1,234,3225031,D702,,,1990,1990,1244,,1,,1,2,,,,0,0,0,,,,,,,,, ,,,,,2401,1244,STRLA,,3,1990,,,,55,,,,,,,,,,,,,,,61,
A0000KRCY3,2022-02-28,691000,7,Improved Single Property Transaction,V8A 3N4,6,330,3608050,140,,,1985,2000,1570,1,1,,1,3,,,Crawl,0,1,1,23,12,65,,,,,, ,79.9,143.8,,0.263,,,,,,,,,,,362,,1,,,,,,,,,1570,,,47,R2
D0001UH7W9,2022-02-25,691000,7,Improved Single Property Transaction,V5T 0K4,9,200,1.31906E+13,B705,,,2021,2021,584,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,584,STRLA,,8,2021,,,,90,,,,,,,,,,,,,,,39,
D0001JLM99,2022-01-05,691000,7,Improved Single Property Transaction,V5C 0L5,10,301,5.36518E+11,B705,,,2019,2019,660,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,660,STRLA,,32,2019,,,,66,,,,,,,,,,,,,,,41,
D0001P06ZX,2022-01-19,691000,7,Improved Single Property Transaction,V5C 0L2,10,301,5.36519E+11,B705,,,2020,2020,619,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,619,STRLA,,8,2020,,,,149,,,,,,,,,,,,,,,41,
A0000AA6HA,2022-02-28,691000,7,Improved Single Property Transaction,V4T 2P7,19,364,14572066,2147,,,1996,2000,1470,2,2,,1,3,,,Crawl,1,0,0,6,7,8,15,86,,,, ,,,,0.109,,,,,,,,,,,238,,1,,,,,,,,,701,769,,23,R2
D0001VCP9K,2022-02-28,691700,7,Improved Single Property Transaction,V0B 1M7,22,209,5037152,D701,,,2021,2021,1830,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1400,STRLA,,,2021,,430,430,252,,,,,,,,,,,,,,,5,
A0000D4HX5,2022-02-03,692000,7,Improved Single Property Transaction,V9T 1N7,4,250,7138135,140,,,1962,1980,2072,1,1,1,,4,,,Basement,0,1,0,,,,,,,,, ,80,115,9200,0.211,,,,,,,,834,927,263,263,,1,,,,,,,,,1238,,,68,R1
D0000EQ8SE,2022-03-07,692000,7,Improved Single Property Transaction,V5N 0A5,9,200,1.42507E+13,D702,,,2011,2011,744,,,1,,1,1,,,0,0,0,,,,,,,,, ,,,,,2401,744,STRLA,,3,2011,,,,33,,,,,,,,,,,,,,,39,
D0001UNZ7L,2022-01-04,692000,7,Improved Single Property Transaction,V3K 6C3,10,305,12620,B705,,,2021,2021,620,,1,,,1,1,,,0,0,0,,,,,,,,, ,,,,,2402,620,STRLA,,28,2021,,,,96,,,,,,,,,,,,,,,43,
D0001PYZ5W,2022-01-27,692000,7,Improved Single Property Transaction,V2R 6E1,15,303,56945052,D702,,,2020,2020,1126,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2401,1126,STRLA,,4,2020,,,,106,,,,,,,,,,,,,,,33,
D00005LXQ2,2022-02-04,692500,7,Improved Single Property Transaction,V5C 0B2,10,301,5.88023E+11,B705,,,2008,2008,743,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,743,STRLA,,21,2008,,,,122,,,1,,,,,,,,,,,,41,
A0000BKNKE,2022-01-17,692500,7,Improved Single Property Transaction,V0E 2G0,20,541,2206000,145,,,2020,2020,1800,1,2,,,,,,Crawl,1,0,0,,,,,,,,, ,50,195,9750,0.224,,,,,,,,,,,345,,,,,,,,,,,1800,,,22,R2
A0000MRGHM,2022-01-10,692500,7,Improved Single Property Transaction,V2K 3Y5,26,226,9031058026,142,,,1979,1979,2468,2,1,1,1,4,,,Partial Basement,1,0,0,,,,,,,,, ,,,,0.25,,,,,,,,560,624,,324,,1,,1,,,,,,,1287,621,,57,RS1
D000053T9N,2022-01-31,692800,7,Improved Single Property Transaction,V6X 4L1,11,320,R057620235,B705,,,2007,2007,837,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,837,STRLA,,11,2007,,,,128,,,,,,,,,,,,,,,38,
D0001VCP9M,2022-02-28,692900,7,Improved Single Property Transaction,V0B 1M7,22,209,5037153,D701,,,2021,2021,1830,,2,,1,3,,,,0,0,0,,,,,,,,, ,,,,,2400,1400,STRLA,,,2021,,430,430,252,,,,,,,,,,,,,,,5,
D00004CB87,2022-02-01,693000,7,Improved Single Property Transaction,V6X 4K5,11,320,R057202325,B705,,,2007,2007,836,,2,,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,836,STRLA,,7,2006,,,,79,,,,,,,,,,,,,,,38,
D0000XY0ZD,2022-03-01,693000,7,Improved Single Property Transaction,V6X 0M3,11,320,R057618342,D702,,,2016,2016,862,,1,1,,2,1,,,0,0,0,,,,,,,,, ,,,,,2401,862,STRLA,,3,2016,,,,69,,,,,,,,,,,,,,,38,
D0000DNMAL,2022-03-07,693000,7,Improved Single Property Transaction,V3W 1T8,14,326,6185991949,D702,,,2009,2009,801,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2401,801,STRLA,,2,2009,,,,170,,,1,,,,,,,,,,,,36,
A00003WQ2B,2022-01-05,694500,7,Improved Single Property Transaction,V5H 4R8,10,301,5.52558E+11,B705,,,1994,1994,920,,1,1,,2,,,,0,0,0,,,,,,,,, ,,,,,2402,920,STRLA,,18,1994,,,,101,,,1,,,,,,,,,,,,41,
